Bus_Name,Bus_Type,From,To,Price,Starting_Point,Ending_Point,Seat_Available,Start_Time,Reach_Time,Total_Travel_Time,Bus_Rating,Links
APSRTC - 3826,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,436.0,Kukatpally,Guntupalli,33 Seats available,23:10,05:40,06h 30m,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3516,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,444.0,Kukatpally,Benz Circle,23 Seats available,23:10,06:05,06h 55m,2.3,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3568,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),Hyderabad,Vijayawada,633.0,Kukatpally,IBRAHIMPATNAM-VJA,47 Seats available,23:15,04:35,05h 20m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3279,VENNELA (A.C. SLEEPER),Hyderabad,Vijayawada,795.0,Kukatpally,IBRAHIMPATNAM-VJA,10 Seats available,23:25,05:00,05h 35m,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3514,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,444.0,Kukatpally,Benz Circle,30 Seats available,23:30,06:20,06h 50m,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 4037,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Hyderabad,Vijayawada,412.0,Kukatpally,Benz Circle,33 Seats available,23:35,06:10,06h 35m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3502,VENNELA (A.C. SLEEPER),Hyderabad,Vijayawada,737.0,Kukatpally,IBRAHIMPATNAM-VJA,15 Seats available,23:45,05:20,05h 35m,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3658,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),Hyderabad,Vijayawada,633.0,Kukatpally,IBRAHIMPATNAM-VJA,44 Seats available,23:45,05:05,05h 20m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 35270,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),Hyderabad,Vijayawada,670.0,Kukatpally,Guntupalli,40 Seats available,23:55,05:05,05h 10m,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 3887,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),Hyderabad,Vijayawada,633.0,Shamshabad,IBRAHIMPATNAM-VJA,48 Seats available,23:55,05:20,05h 25m,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
IntrCity SmartBus,A/C Seater / Sleeper (2+1),Hyderabad,Vijayawada,436.0,Kukatpally,Benz Circle,17 Seats available,23:50,05:35,05h 45m,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
FRESHBUS,Electric A/C Seater (2+2),Hyderabad,Vijayawada,450.0,Kukatpally,Benz Circle,32 Seats available,22:50,05:20,06h 30m,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
FRESHBUS,Electric A/C Seater (2+2),Hyderabad,Vijayawada,450.0,Kukatpally,Benz Circle,36 Seats available,23:40,05:55,06h 15m,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
AdShyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),Hyderabad,Vijayawada,350.0,Kukatpally,Benz Circle,36 Seats available,23:25,05:10,05h 45m,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
FRESHBUS,Electric A/C Seater (2+2),Hyderabad,Vijayawada,450.0,Kukatpally,Benz Circle,29 Seats available,00:20,06:30,06h 10m,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),Hyderabad,Vijayawada,459.0,Kukatpally,Benz Circle,33 Seats available,23:45,05:25,05h 40m,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
NueGo,Electric A/C Seater (2+2),Hyderabad,Vijayawada,346.0,Kukatpally,Ibrahimpatnam,14 Seats available,22:35,05:15,06h 40m,4.6,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
AdSri Sanvi Tours and Travels,A/C Sleeper (2+1),Hyderabad,Vijayawada,584.0,Kukatpally,Benz Circle,19 Seats available,23:12,04:53,05h 41m,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Sri Atluri Travels,A/C Seater / Sleeper (2+1),Hyderabad,Vijayawada,510.0,Kukatpally,Benz Circle,19 Seats available,22:15,05:07,06h 52m,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
IntrCity SmartBus,A/C Seater / Sleeper (2+1),Hyderabad,Vijayawada,383.0,Kukatpally,Benz Circle,24 Seats available,23:05,06:00,06h 55m,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Svkdt travels,A/C Sleeper (2+1),Hyderabad,Vijayawada,590.0,Kukatpally,Benz Circle,14 Seats available,23:35,05:50,06h 15m,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Sri KVR Travels,A/C Sleeper (2+1),Hyderabad,Vijayawada,589.0,Kukatpally,Benz Circle,18 Seats available,23:35,05:15,05h 40m,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
FRESHBUS,Electric A/C Seater (2+2),Hyderabad,Vijayawada,450.0,Kukatpally,Benz Circle,36 Seats available,23:10,05:35,06h 25m,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
IntrCity SmartBus,A/C Seater / Sleeper (2+1),Hyderabad,Vijayawada,352.0,Kukatpally,Benz Circle,12 Seats available,23:45,06:05,06h 20m,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),Hyderabad,Vijayawada,725.0,Kukatpally,Benz Circle,15 Seats available,23:59,06:30,06h 31m,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
NueGo,Electric A/C Seater (2+2),Hyderabad,Vijayawada,332.0,Chanda Nagar,Benz Circle,28 Seats available,22:30,06:00,07h 30m,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
NueGo,Electric A/C Seater (2+2),Hyderabad,Vijayawada,332.0,Malakpet,Ibrahimpatnam,8 Seats available,16:00,21:40,05h 40m,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Svkdt travels,A/C Seater / Sleeper (2+1),Hyderabad,Vijayawada,449.0,Kukatpally,Pandit Nehru bus stand,22 Seats available,23:35,05:30,05h 55m,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Zingbus Plus,A/C Seater / Sleeper (2+1),Hyderabad,Vijayawada,425.0,Moosapet,Benz Circle,16 Seats available,23:38,06:05,06h 27m,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
IntrCity SmartBus,AC Sleeper (2+1),Hyderabad,Vijayawada,595.0,Kukatpally,Benz Circle,17 Seats available,23:25,06:05,06h 40m,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
NueGo,Electric A/C Seater (2+2),Hyderabad,Vijayawada,332.0,Kukatpally,Benz Circle,15 Seats available,16:00,23:00,07h 00m,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
NueGo,Electric A/C Seater (2+2),Hyderabad,Vijayawada,332.0,Jeedimetla,Ibrahimpatnam,13 Seats available,21:30,04:20,06h 50m,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Svkdt travels,A/C Sleeper (2+1),Hyderabad,Vijayawada,590.0,Kukatpally,Benz Circle,22 Seats available,23:35,05:50,06h 15m,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
IntrCity SmartBus,AC Sleeper (2+1),Hyderabad,Vijayawada,630.0,Kukatpally,Benz Circle,17 Seats available,23:30,06:45,07h 15m,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
NueGo,Electric A/C Seater/Sleeper (2+1),Hyderabad,Vijayawada,412.0,Kukatpally,Benz Circle,18 Seats available,23:00,06:00,07h 00m,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
NueGo,Electric A/C Seater (2+2),Hyderabad,Vijayawada,427.0,Kukatpally,Benz Circle,17 Seats available,23:15,06:35,07h 20m,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
NueGo,Electric A/C Seater (2+2),Hyderabad,Vijayawada,332.0,Jeedimetla,Benz Circle,32 Seats available,22:30,05:35,07h 05m,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Tirumala Xpress,A/C Sleeper (2+1),Hyderabad,Vijayawada,555.0,Kukatpally,Benz Circle,19 Seats available,23:00,05:50,06h 50m,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Yolo Bus,A/C Seater / Sleeper (2+1),Hyderabad,Vijayawada,450.0,Kukatpally,Benz Circle,27 Seats available,22:46,05:24,06h 38m,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
NueGo,Electric A/C Seater (2+2),Hyderabad,Vijayawada,332.0,Kukatpally,Benz Circle,19 Seats available,23:30,06:30,07h 00m,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Zingbus Plus,A/C Sleeper (2+1),Hyderabad,Vijayawada,560.0,Kukatpally,Benz Circle,17 Seats available,16:10,23:45,07h 35m,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
NueGo,Electric A/C Seater/Sleeper (2+1),Hyderabad,Vijayawada,352.0,Kukatpally,Benz Circle,20 Seats available,22:00,05:10,07h 10m,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),Hyderabad,Vijayawada,440.0,Kukatpally,Benz Circle,17 Seats available,23:13,04:20,05h 07m,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Sri Durga Malleswari Travels,A/C Sleeper (2+1),Hyderabad,Vijayawada,783.0,Kukatpally,Benz Circle,13 Seats available,23:10,05:25,06h 15m,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Sri KVR Travels,NON A/C Sleeper (2+1),Hyderabad,Vijayawada,560.0,Kukatpally,Benz Circle,20 Seats available,23:01,05:31,06h 30m,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
LVR Travels,Non A/C Seater / Sleeper (2+1),Hyderabad,Vijayawada,449.0,Kukatpally,Benz Circle,8 Seats available,23:37,05:45,06h 08m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
LVP Travels,A/C Seater / Sleeper (2+1),Hyderabad,Vijayawada,500.0,Kukatpally,Benz Circle,21 Seats available,22:19,04:45,06h 26m,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
IntrCity SmartBus,A/C Seater / Sleeper (2+1),Hyderabad,Vijayawada,343.0,Kukatpally,Benz Circle,26 Seats available,00:15,06:25,06h 10m,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
NueGo,Electric A/C Seater (2+2),Hyderabad,Vijayawada,332.0,Kukatpally,Ibrahimpatnam,23 Seats available,23:50,06:30,06h 40m,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Sri Atluri Travels,NON AC Seater / Sleeper 2+1,Hyderabad,Vijayawada,450.0,Patancheru,Old RTC Bus Stand,23 Seats available,20:00,04:20,08h 20m,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Anjani Bus,A/C Seater / Sleeper (2+1),Hyderabad,Vijayawada,449.0,Kukatpally,Benz Circle,28 Seats available,22:45,04:40,05h 55m,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Sri Durga Malleswari Travels,A/C Seater / Sleeper (2+1),Hyderabad,Vijayawada,522.0,Ecil,Benz Circle,29 Seats available,21:00,04:40,07h 40m,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
V Kaveri Travels,A/C Seater / Sleeper (2+1),Hyderabad,Vijayawada,560.0,Kukatpally,Benz Circle,15 Seats available,23:00,04:15,05h 15m,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Ramana Tours And Travels,NON AC Seater / Sleeper 2+1,Hyderabad,Vijayawada,500.0,Kukatpally,Police Control Room,24 Seats available,22:25,04:45,06h 20m,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
Sri Atluri Travels,NON A/C Hi-Tech (2+2),Hyderabad,Vijayawada,400.0,Kukatpally,Old RTC Bus Stand,19 Seats available,22:10,04:20,06h 10m,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada?fromCityId=124&toCityId=134&fromCityName=Hyderabad&toCityName=Vijayawada&busType=Any&onward=27-Aug-2024
APSRTC - 2542,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,250.0,Maddilapalem Highway,KAKINADA,34 Seats available,17:00,21:35,04h 35m,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 3437,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,281.0,Maddilapalem Highway,KAKINADA,33 Seats available,17:15,20:55,03h 40m,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 2215,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,250.0,Maddilapalem Highway,KAKINADA,34 Seats available,17:30,22:05,04h 35m,2.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 3715,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,250.0,Maddilapalem Highway,KAKINADA,34 Seats available,17:30,22:40,05h 10m,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 2818,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,281.0,Maddilapalem Highway,KAKINADA,33 Seats available,18:00,21:40,03h 40m,2.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 2834,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,250.0,Maddilapalem Highway,KAKINADA,34 Seats available,18:15,22:15,04h 00m,1.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 2668,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,281.0,Maddilapalem Highway,KAKINADA,34 Seats available,18:30,22:10,03h 40m,2.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 3713,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,250.0,Maddilapalem Highway,KAKINADA,33 Seats available,19:00,23:59,04h 59m,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 2820,INDRA(A.C. Seater),Visakhapatnam,Kakinada,340.0,Maddilapalem Highway,KAKINADA,37 Seats available,19:15,22:55,03h 40m,2.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 2579,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,250.0,Maddilapalem Highway,KAKINADA,34 Seats available,19:40,00:15,04h 35m,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 4863,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,250.0,Maddilapalem Highway,KAKINADA,33 Seats available,19:45,23:55,04h 10m,2.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 2670,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,281.0,Maddilapalem Highway,KAKINADA,30 Seats available,19:45,23:25,03h 40m,2.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 2581,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,281.0,Maddilapalem Highway,KAKINADA,34 Seats available,20:15,00:15,04h 00m,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 2690,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,281.0,Maddilapalem Highway,KAKINADA,34 Seats available,20:30,00:10,03h 40m,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 4930,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,250.0,Maddilapalem Highway,KAKINADA,34 Seats available,20:45,01:00,04h 15m,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 2696,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,281.0,Maddilapalem Highway,KAKINADA,32 Seats available,21:00,00:40,03h 40m,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 2543,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,250.0,Maddilapalem Highway,KAKINADA,34 Seats available,21:10,01:40,04h 30m,4.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
APSRTC - 4986,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",Visakhapatnam,Kakinada,250.0,Maddilapalem Highway,KAKINADA,34 Seats available,21:20,01:30,04h 10m,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada?fromCityId=248&toCityId=316&fromCityName=Visakhapatnam&toCityName=Kakinada&busType=Any&onward=27-Aug-2024
